,City,State,Country,log,lat,log_S,lat_S,log_Con,lat_Con,id_country,id_state,id_city
1675,Kashipur,Uttarakhand,India,78.9617306,29.2117573,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41676
1676,Sitarganj,Uttarakhand,India,79.72826945827646,28.95915005,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41677
1677,Ranikhet,Uttarakhand,India,79.4154141676432,29.6323007,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41678
1678,Garhwal,Uttarakhand,India,79.333333,30.25,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41679
1679,Rudraprayag,Uttarakhand,India,79.06287964782695,30.3009965,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41680
1680,Jaspur,Uttarakhand,India,78.86655713088385,29.27676025,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41681
1681,Bazpur,Uttarakhand,India,79.1444346,29.1583664,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41682
1682,Bageshwar,Uttarakhand,India,79.93004575415591,30.0084975,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41683
1683,Raipur,Uttarakhand,India,81.6336993,21.2380912,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41684
1684,Dwarahat,Uttarakhand,India,79.4244574174006,29.7648617,79.22048333836234,29.24442670416666,78.6677428,22.3511148,85,10429,41685
1685,Berhampore,West Bengal,India,88.23779874587402,24.0510297,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41686
1686,Bardhaman,West Bengal,India,87.8681751,23.2495714,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41687
1687,Purulia,West Bengal,India,86.3672378,23.3291882,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41688
1688,Kolkata,West Bengal,India,88.3638953,22.5726459,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41689
1689,Katwa,West Bengal,India,88.1287333,23.644278,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41690
1690,Kalyani,West Bengal,India,88.4345915,22.9749723,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41691
1691,Rampur Hat,West Bengal,India,,,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41692
1692,Siliguri,West Bengal,India,88.4309916,26.7164127,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41693
1693,Durgapur,West Bengal,India,87.3380425,23.5350475,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41694
1694,Malda,West Bengal,India,88.1398483,25.0057449,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41695
1695,Haldia,West Bengal,India,88.0632655,22.028124,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41696
1696,Bankura,West Bengal,India,87.20739720367507,23.13195425,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41697
1697,Howrah,West Bengal,India,88.3251045,22.5736296,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41698
1698,Gobindapur,West Bengal,India,88.2890976,26.2657826,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41699
1699,Cooch Behar,West Bengal,India,89.4592445,26.3223696,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41700
1700,Medinipur,West Bengal,India,87.3269963,22.4207025,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41701
1701,Nadia district,West Bengal,India,133.5081835938581,-32.1137744,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41702
1702,Hooghly district,West Bengal,India,88.3994271,22.8924411,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41703
1703,Darjeeling,West Bengal,India,88.263176,27.0377554,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41704
1704,Sainthia,West Bengal,India,87.67969840644172,23.8698858,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41705
1705,Asansol,West Bengal,India,86.9746587,23.6871297,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41706
1706,Kharagpur,West Bengal,India,86.52504036339789,25.133173050000003,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41707
1707,North 24 Parganas district,West Bengal,India,88.47868751195134,22.71743225,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41708
1708,,West Bengal,India,11.0480288,46.3144754,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41709
1709,Bishnupur,West Bengal,India,93.8012483746545,24.56246365,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41710
1710,Raiganj,West Bengal,India,88.12464576019889,25.680653900000003,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41711
1711,Ranaghat,West Bengal,India,88.563677,23.1738124,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41712
1712,Krishnanagar,West Bengal,India,88.4958935,23.4058481,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41713
1713,Balurghat,West Bengal,India,88.78900293567636,25.2634866,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41714
1714,Jalpaiguri,West Bengal,India,88.6788668614395,26.4733048,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41715
1715,Chakdaha,West Bengal,India,88.5320399,23.0774983,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41716
1716,Raniganj,West Bengal,India,82.06327942881043,25.7992923,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41717
1717,Alipurduar,West Bengal,India,89.5246926,26.4851573,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41718
1718,Barrackpore,West Bengal,India,88.3776088,22.7641623,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41719
1719,South 24 Parganas district,West Bengal,India,88.1909356,22.1974242,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41720
1720,Canning,West Bengal,India,115.90227433227687,-32.0491795,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41721
1721,Suri,West Bengal,India,39.0494106,34.6401861,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41722
1722,Paschim Medinipur district,West Bengal,India,87.4317229,21.8360051,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41723
1723,Srirampur,West Bengal,India,88.3416672,22.7549951,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41724
1724,Bolpur,West Bengal,India,87.6962424,23.661154,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41725
1725,Nalpur,West Bengal,India,75.8937692,28.0203746,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41726
1726,Amta,West Bengal,India,88.0092193,22.5782804,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41727
1727,Haringhata,West Bengal,India,88.59280616279042,22.95116175,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41728
1728,Kulti,West Bengal,India,86.8396711,23.7302149,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41729
1729,Taki,West Bengal,India,88.9267299,22.5859414,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41730
1730,Naihati,West Bengal,India,88.4239345,22.8886213,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41731
1731,Ramnagar,West Bengal,India,79.09663522858392,29.42483385,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41732
1732,Barasat,West Bengal,India,88.4826229,22.7191072,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41733
1733,Kanchrapara,West Bengal,India,88.4378838,22.9496431,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41734
1734,Kasba,West Bengal,India,87.54692722176809,25.8779519,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41735
1735,Budge Budge,West Bengal,India,88.173933,22.4736567,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41736
1736,Kamarhati,West Bengal,India,88.3715343,22.6810246,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41737
1737,Dhakuria,West Bengal,India,88.371185,22.5094085,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41738
1738,Gairkata,West Bengal,India,,,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41739
1739,Baidyabati,West Bengal,India,88.3317725,22.7949104,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41740
1740,Bhatpara,West Bengal,India,88.3971976,22.8571157,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41741
1741,Farakka,West Bengal,India,87.89705607961272,24.75401215,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41742
1742,Basirhat,West Bengal,India,88.8660215,22.6611962,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41743
1743,Murshidabad,West Bengal,India,88.2721335,24.1745993,86.8307291440528,22.556461228947363,78.6677428,22.3511148,85,10430,41744
1744,Banda Aceh,Aceh,Indonesia,95.3192908,5.5528455,95.3192908,5.5528455,117.8902853,-2.4833826,86,10431,41745
1745,Ubud,Bali,Indonesia,115.2622931,-8.5068977,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41746
1746,Pemogan,Bali,Indonesia,115.1972718,-8.7132661,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41747
1747,Denpasar,Bali,Indonesia,115.2191175,-8.6524973,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41748
1748,,Bali,Indonesia,11.0480288,46.3144754,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41749
1749,Kota Denpasar,Bali,Indonesia,115.2482167,-8.7159766,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41750
1750,Nusa Dua,Bali,Indonesia,115.2239813,-8.8016122,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41751
1751,Kabupaten Karang Asem,Bali,Indonesia,110.7508411,-7.9835632,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41752
1752,Kuta,Bali,Indonesia,115.1730049,-8.7278354,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41753
1753,Bedugul,Bali,Indonesia,115.1606123,-8.2847317,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41754
1754,Singaraja,Bali,Indonesia,115.0839326,-8.1133599,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41755
1755,Kabupaten Badung,Bali,Indonesia,115.1242972,-8.7914258,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41756
1756,Kabupaten Gianyar,Bali,Indonesia,115.2399528665114,-8.51895095,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41757
1757,Lembongan,Bali,Indonesia,115.45145498049148,-8.6997926,106.86023116515406,-4.322725696153846,117.8902853,-2.4833826,86,10432,41758
1758,Tangerang,Banten,Indonesia,106.6382161,-6.1761924,106.60490696666666,-6.221098433333334,117.8902853,-2.4833826,86,10433,41759
1759,South Tangerang,Banten,Indonesia,106.7085737,-6.3227016,106.60490696666666,-6.221098433333334,117.8902853,-2.4833826,86,10433,41760
1760,Kabupaten Tangerang,Banten,Indonesia,106.4679311,-6.1644013,106.60490696666666,-6.221098433333334,117.8902853,-2.4833826,86,10433,41761
1761,Surakarta,Central Java,Indonesia,110.828448,-7.5692489,110.828448,-7.5692489,117.8902853,-2.4833826,86,10434,41762
1762,Surabaya,East Java,Indonesia,112.7378266,-7.2459717,112.7378266,-7.2459717,117.8902853,-2.4833826,86,10435,41763
1763,Balikpapan,East Kalimantan,Indonesia,116.8593379,-1.2398711,116.9993234,-0.8708257500000001,117.8902853,-2.4833826,86,10436,41764
1764,Samarinda,East Kalimantan,Indonesia,117.1393089,-0.5017804,116.9993234,-0.8708257500000001,117.8902853,-2.4833826,86,10436,41765
1765,Jakarta,Jakarta,Indonesia,106.827183,-6.1753942,106.86122214357415,-6.201486887500001,117.8902853,-2.4833826,86,10437,41766
1766,Kota Administrasi Jakarta Utara,Jakarta,Indonesia,106.92668787532432,-6.126966550000001,106.86122214357415,-6.201486887500001,117.8902853,-2.4833826,86,10437,41767
1767,Kota Administrasi Jakarta Pusat,Jakarta,Indonesia,106.86548414897229,-6.18752075,106.86122214357415,-6.201486887500001,117.8902853,-2.4833826,86,10437,41768
1768,Kota Administrasi Jakarta Selatan,Jakarta,Indonesia,106.82553355,-6.31606605,106.86122214357415,-6.201486887500001,117.8902853,-2.4833826,86,10437,41769
1769,Kota Administrasi Jakarta Barat,Jakarta,Indonesia,,,106.86122214357415,-6.201486887500001,117.8902853,-2.4833826,86,10437,41770
1770,Kabupaten Muaro Jambi,Jambi,Indonesia,,,102.1304647,-1.4579604,117.8902853,-2.4833826,86,10438,41771
1771,Jambi City,Jambi,Indonesia,102.1304647,-1.4579604,102.1304647,-1.4579604,117.8902853,-2.4833826,86,10438,41772
1772,Medan,North Sumatra,Indonesia,98.6738261,3.5896654,98.9728714358456,2.4836574,117.8902853,-2.4833826,86,10439,41773
1773,Kota Padangsidimpuan,North Sumatra,Indonesia,99.27191677169118,1.3776494,98.9728714358456,2.4836574,117.8902853,-2.4833826,86,10439,41774
1774,Makassar,South Sulawesi,Indonesia,119.4124282,-5.1342962,119.4124282,-5.1342962,117.8902853,-2.4833826,86,10440,41775
1775,,South Sumatra,Indonesia,11.0480288,46.3144754,73.3453013,13.295792299999995,117.8902853,-2.4833826,86,10441,41776
1776,Prabumulih,South Sumatra,Indonesia,104.2310181,-3.4382688,73.3453013,13.295792299999995,117.8902853,-2.4833826,86,10441,41777
1777,Palembang,South Sumatra,Indonesia,104.756857,-2.9888297,73.3453013,13.295792299999995,117.8902853,-2.4833826,86,10441,41778
1778,Jalan Jenderal Sudirman,Special Region of Yogyakarta,Indonesia,98.6685032,3.5765204,72.68085326666666,14.4684067,117.8902853,-2.4833826,86,10442,41779
1779,,Special Region of Yogyakarta,Indonesia,11.0480288,46.3144754,72.68085326666666,14.4684067,117.8902853,-2.4833826,86,10442,41780
1780,Kabupaten Sleman,Special Region of Yogyakarta,Indonesia,108.3260278,-6.4857757,72.68085326666666,14.4684067,117.8902853,-2.4833826,86,10442,41781
1781,Kesawan,Sumatra,Indonesia,98.678256,3.5888804,98.678256,3.5888804,117.8902853,-2.4833826,86,10443,41782
1782,Bandung,West Java,Indonesia,107.6049539,-6.9344694,107.201098,-6.765384,117.8902853,-2.4833826,86,10444,41783
1783,Bogor,West Java,Indonesia,106.7972421,-6.5962986,107.201098,-6.765384,117.8902853,-2.4833826,86,10444,41784
1784,Padang,West Sumatra,Indonesia,100.3632561,-0.9247587,100.3632561,-0.9247587,117.8902853,-2.4833826,86,10445,41785
1785,Karaj,Alborz Province,Iran,50.9904681,35.8224892,50.9904681,35.8224892,54.5643516,32.6475314,87,10446,41786
1786,Tabriz,East Azerbaijan Province,Iran,46.2961952,38.0739964,46.2961952,38.0739964,54.5643516,32.6475314,87,10447,41787
1787,Shiraz,Fars Province,Iran,52.5378041,29.6060218,52.5378041,29.6060218,54.5643516,32.6475314,87,10448,41788
1788,Isfahan,Isfahan Province,Iran,51.6650002,32.6707877,51.6650002,32.6707877,54.5643516,32.6475314,87,10449,41789
1789,Kermanshah,Kermanshah Province,Iran,46.7010122,34.3789744,46.7010122,34.3789744,54.5643516,32.6475314,87,10450,41790
1790,Qom,Qom Province,Iran,50.8801184,34.6422939,50.8801184,34.6422939,54.5643516,32.6475314,87,10451,41791
1791,Mashhad,Razavi Khorasan Province,Iran,59.6059232,36.2974945,59.6059232,36.2974945,54.5643516,32.6475314,87,10452,41792
1792,Tehran,Tehran Province,Iran,51.3896004,35.6892523,51.3896004,35.6892523,54.5643516,32.6475314,87,10453,41793
1793,Baghdad,Baghdad Governorate,Iraq,44.3872213,33.3061701,44.3872213,33.3061701,44.1749775,33.0955793,88,10454,41794
1794,Basrah,Basra Governorate,Iraq,-2.1155357,51.8650996,-2.1155357,51.8650996,44.1749775,33.0955793,88,10455,41795
1795,Al H?rithah,Basra Governorate,Iraq,,,-2.1155357,51.8650996,44.1749775,33.0955793,88,10455,41796
1796,Erbil,Erbil Governorate,Iraq,44.0094294,36.1911653,44.0094294,36.1911653,44.1749775,33.0955793,88,10456,41797
1797,Karbala,Karbala Governorate,Iraq,44.0348194,32.6156423,44.0348194,32.6156423,44.1749775,33.0955793,88,10457,41798
1798,As Sulaym?n?yah,Sulaymaniyah Governorate,Iraq,,,,,44.1749775,33.0955793,88,10458,41799
1799,Galway City,Connacht,Ireland,-9.037836324751463,53.2841506,-9.037836324751463,53.2841506,-7.9794599,52.865196,89,10459,41800
1800,Cork,County Cork,Ireland,-8.4654674,51.897077,-8.4654674,51.897077,-7.9794599,52.865196,89,10460,41801
1801,Dublin,County Dublin,Ireland,-6.2602964,53.3498006,2.3938662000000006,49.832138,-7.9794599,52.865196,89,10461,41802
1802,,County Dublin,Ireland,11.0480288,46.3144754,2.3938662000000006,49.832138,-7.9794599,52.865196,89,10461,41803
1803,Kildare,County Kildare,Ireland,-6.8184175660976445,53.15436455,-6.8184175660976445,53.15436455,-7.9794599,52.865196,89,10462,41804
1804,Meath,County Meath,Ireland,-6.588530730754936,53.6497577,-49.32560021537747,48.37375465,-7.9794599,52.865196,89,10463,41805
1805,Navan,County Meath,Ireland,-92.0626697,43.0977516,-49.32560021537747,48.37375465,-7.9794599,52.865196,89,10463,41806
1806,Rishon Le?iyyon,Central District,Israel,,,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41807
1807,Ra'anana,Central District,Israel,34.8675905,32.1861481,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41808
1808,Gedera,Central District,Israel,34.7803882,31.8117747,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41809
1809,Peta? Tiqwa,Central District,Israel,,,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41810
1810,Kfar Saba,Central District,Israel,34.907459,32.1773471,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41811
1811,Yavne,Central District,Israel,34.7382974,31.8768863,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41812
1812,Re?ovot,Central District,Israel,,,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41813
1813,Mazkeret Batya,Central District,Israel,34.856044582065444,31.84220915,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41814
1814,Shoham,Central District,Israel,34.95421212451707,31.9977784,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41815
1815,Netanya,Central District,Israel,34.8566246,32.3286181,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41816
1816,Even Yehuda,Central District,Israel,34.886767,32.2724852,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41817
1817,Rosh Ha‘Ayin,Central District,Israel,34.9344635,32.120636,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41818
1818,Modi‘in Makkabbim Re‘ut,Central District,Israel,,,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41819
1819,Bet Yi??aq,Central District,Israel,-87.274583,30.552039,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41820
1820,Savyon,Central District,Israel,34.8799172,32.0475371,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41821
1821,Ramla,Central District,Israel,34.8623473,31.9279988,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41822
1822,Hod HaSharon,Central District,Israel,34.8930354,32.1561974,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41823
1823,Yehud,Central District,Israel,34.8939595,32.0340632,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41824
1824,Kefar H?abad,Central District,Israel,,,26.14546595047018,31.95226561071428,34.8594762,30.8124247,90,10464,41825
1825,Haifa,Haifa District,Israel,34.9983856,32.8191218,35.00024423554209,32.69500931666666,34.8594762,30.8124247,90,10465,41826
1826,Hadera,Haifa District,Israel,34.91785560662627,32.43732495,35.00024423554209,32.69500931666666,34.8594762,30.8124247,90,10465,41827
1827,Qiryat Bialik,Haifa District,Israel,35.0844915,32.8285812,35.00024423554209,32.69500931666666,34.8594762,30.8124247,90,10465,41828
1828,Mevasseret ?iyyon,Jerusalem District,Israel,,,35.21198075969497,31.79592425,34.8594762,30.8124247,90,10466,41829
1829,Jerusalem,Jerusalem District,Israel,35.21198075969497,31.79592425,35.21198075969497,31.79592425,34.8594762,30.8124247,90,10466,41830
1830,S?j?r,Northern District,Israel,-15.4308399,28.0910777,26.94416976517593,32.05825589166667,34.8594762,30.8124247,90,10467,41831
1831,Bet She’an,Northern District,Israel,35.4973022,32.4967519,26.94416976517593,32.05825589166667,34.8594762,30.8124247,90,10467,41832
1832,Nazareth,Northern District,Israel,35.3048161,32.7066301,26.94416976517593,32.05825589166667,34.8594762,30.8124247,90,10467,41833
1833,Er Reina,Northern District,Israel,35.312492,32.723612,26.94416976517593,32.05825589166667,34.8594762,30.8124247,90,10467,41834
1834,Nahariyya,Northern District,Israel,35.101840391055575,33.01697675,26.94416976517593,32.05825589166667,34.8594762,30.8124247,90,10467,41835
1835,Beit Jann,Northern District,Israel,35.8794078,33.3144869,26.94416976517593,32.05825589166667,34.8594762,30.8124247,90,10467,41836
1836,Bet She’an,Southern District,Israel,35.4973022,32.4967519,34.87863496986322,31.803843325000003,34.8594762,30.8124247,90,10468,41837
1837,Ashkelon,Southern District,Israel,34.571727379452895,31.675145800000003,34.87863496986322,31.803843325000003,34.8594762,30.8124247,90,10468,41838
1838,Ashdod,Southern District,Israel,34.6529922,31.7977314,34.87863496986322,31.803843325000003,34.8594762,30.8124247,90,10468,41839
1839,Beersheba,Southern District,Israel,34.7925181,31.2457442,34.87863496986322,31.803843325000003,34.8594762,30.8124247,90,10468,41840
1840,Tel Aviv,Tel Aviv District,Israel,34.7818064,32.0852997,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41841
1841,Herzliya,Tel Aviv District,Israel,34.83082794429146,32.1676842,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41842
1842,Ramat Gan,Tel Aviv District,Israel,34.8246812,32.0686867,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41843
1843,H?olon,Tel Aviv District,Israel,-1.7907378,46.5031112,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41844
1844,,Tel Aviv District,Israel,11.0480288,46.3144754,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41845
1845,Herzliya Pituah,Tel Aviv District,Israel,,,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41846
1846,Jaffa,Tel Aviv District,Israel,34.7509908,32.0443395,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41847
1847,Azor,Tel Aviv District,Israel,34.802593,32.0282087,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41848
1848,Bat Yam,Tel Aviv District,Israel,34.7505283,32.0154565,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41849
1849,Kefar Shemaryahu,Tel Aviv District,Israel,,,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41850
1850,Ramat HaSharon,Tel Aviv District,Israel,34.8380853,32.1431276,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41851
1851,Yehud-Monosson,Tel Aviv District,Israel,34.8939595,32.0340632,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41852
1852,Givatayim,Tel Aviv District,Israel,34.8113279,32.0729606,29.322008304026493,34.67976484545455,34.8594762,30.8124247,90,10469,41853
1853,L'Aquila,Abruzzo,Italy,13.610341022538911,42.1368853,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41854
1854,Teramo,Abruzzo,Italy,13.69787458752063,42.65811795,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41855
1855,Ortona,Abruzzo,Italy,14.403913,42.349643,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41856
1856,Pizzoli,Abruzzo,Italy,13.3012715,42.4360751,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41857
1857,Sant'Egidio alla Vibrata,Abruzzo,Italy,13.717891,42.821048,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41858
1858,Pescara,Abruzzo,Italy,13.95759010584892,42.3102619,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41859
1859,Spoltore,Abruzzo,Italy,14.1406198,42.4552037,13.832785859415493,42.45246213571428,12.674297,42.6384261,91,10470,41860
1860,Courmayeur,Aosta Valley,Italy,6.9730618,45.7874248,6.9730618,45.7874248,12.674297,42.6384261,91,10471,41861
1861,Naples,Campania,Italy,14.2487679,40.8358846,14.2487679,40.8358846,12.674297,42.6384261,91,10472,41862
1862,Bologna,Emilia-Romagna,Italy,11.3426327,44.4938203,11.3426327,44.4938203,12.674297,42.6384261,91,10473,41863
1863,Sacile,Friuli–Venezia Giulia,Italy,12.503368,45.95386,12.503368,45.95386,12.674297,42.6384261,91,10474,41864
1864,Rome,Lazio,Italy,12.4829321,41.8933203,12.70802837072963,41.59998238333333,12.674297,42.6384261,91,10475,41865
1865,Anzio,Lazio,Italy,12.6285618,41.4471008,12.70802837072963,41.59998238333333,12.674297,42.6384261,91,10475,41866
1866,Latina,Lazio,Italy,13.012591212188894,41.45952605,12.70802837072963,41.59998238333333,12.674297,42.6384261,91,10475,41867
1867,Milan,Lombardy,Italy,9.1896346,45.4641943,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41868
1868,Pavia,Lombardy,Italy,9.137825082826026,45.03685465,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41869
1869,Angera,Lombardy,Italy,8.5751222,45.7721876,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41870
1870,Gallarate,Lombardy,Italy,8.7932013,45.6598951,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41871
1871,Melegnano,Lombardy,Italy,9.3239755,45.3587886,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41872
1872,Varese,Lombardy,Italy,8.754133838056571,45.8397203,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41873
1873,Bergamo,Lombardy,Italy,9.754219200862249,45.7566557,9.075444531677835,45.55547089285714,12.674297,42.6384261,91,10476,41874
1874,San Benedetto del Tronto,Marche,Italy,13.8807144,42.9525328,13.8807144,42.9525328,12.674297,42.6384261,91,10477,41875
1875,Bosco Marengo,Piedmont,Italy,8.677248,44.825551,8.1798686,44.94665305,12.674297,42.6384261,91,10478,41876
1876,Turin,Piedmont,Italy,7.6824892,45.0677551,8.1798686,44.94665305,12.674297,42.6384261,91,10478,41877
1877,Palermo,Sicily,Italy,13.3524434,38.1112268,13.3524434,38.1112268,12.674297,42.6384261,91,10479,41878
1878,Florence,Tuscany,Italy,11.2555757,43.7698712,11.191037355900296,43.69854945,12.674297,42.6384261,91,10480,41879
1879,Monteriggioni,Tuscany,Italy,11.2233891,43.3900591,11.191037355900296,43.69854945,12.674297,42.6384261,91,10480,41880
1880,Prato,Tuscany,Italy,11.09414726770089,43.935718050000006,11.191037355900296,43.69854945,12.674297,42.6384261,91,10480,41881
1881,Vicenza,Veneto,Italy,11.40635425660249,45.63485905,11.870472028301243,45.53602492500001,12.674297,42.6384261,91,10481,41882
1882,Venice,Veneto,Italy,12.3345898,45.4371908,11.870472028301243,45.53602492500001,12.674297,42.6384261,91,10481,41883
