,City,id_state,log,lat,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
14796,Nohar,10423,74.7691392,29.1841366,Ene,87,63,43,34,51,98,20,47,94,71,89,92,61,30
14797,Nohar,10423,74.7691392,29.1841366,hom,77,47,54,55,81,51,73,26,12,38,55,66,39,61
14798,Nohar,10423,74.7691392,29.1841366,Tra,27,30,68,51,87,37,31,70,32,34,54,29,23,99
14799,Nohar,10423,74.7691392,29.1841366,Una,91,31,30,82,56,94,10,80,11,79,28,49,48,54
14800,Mandawar,10423,76.8521654,27.1562093,Ayu,63,53,62,62,32,25,16,12,54,60,16,86,68,33
14801,Mandawar,10423,76.8521654,27.1562093,Chi,74,54,50,44,35,56,41,51,30,64,37,85,82,87
14802,Mandawar,10423,76.8521654,27.1562093,Den,37,91,94,89,96,82,57,99,85,61,19,76,14,45
14803,Mandawar,10423,76.8521654,27.1562093,Allo,61,70,50,22,83,72,48,39,10,23,23,88,89,31
14804,Mandawar,10423,76.8521654,27.1562093,Nat,20,20,38,86,70,70,53,68,59,14,60,13,66,75
14805,Mandawar,10423,76.8521654,27.1562093,Vet,77,85,53,73,17,31,27,76,89,45,89,98,34,12
14806,Mandawar,10423,76.8521654,27.1562093,Ene,91,54,41,37,26,63,26,15,59,34,94,15,81,39
14807,Mandawar,10423,76.8521654,27.1562093,hom,82,55,16,89,92,64,26,43,41,40,90,77,98,74
14808,Mandawar,10423,76.8521654,27.1562093,Tra,89,24,86,51,97,99,92,71,99,28,27,23,28,57
14809,Mandawar,10423,76.8521654,27.1562093,Una,99,62,81,34,95,17,63,22,63,17,76,49,53,43
14810,Nathdwara,10423,73.8224937,24.9303453,Ayu,19,10,51,73,63,80,69,14,62,44,93,69,45,82
14811,Nathdwara,10423,73.8224937,24.9303453,Chi,58,13,18,99,29,12,73,80,53,80,98,23,74,71
14812,Nathdwara,10423,73.8224937,24.9303453,Den,41,74,92,23,14,57,88,15,51,77,69,53,69,48
14813,Nathdwara,10423,73.8224937,24.9303453,Allo,48,66,24,70,55,21,77,54,25,13,58,59,94,69
14814,Nathdwara,10423,73.8224937,24.9303453,Nat,44,23,79,52,33,10,65,64,92,23,21,98,51,16
14815,Nathdwara,10423,73.8224937,24.9303453,Vet,72,93,10,62,25,95,67,69,71,76,76,85,91,51
14816,Nathdwara,10423,73.8224937,24.9303453,Ene,66,12,17,25,82,73,69,80,37,30,29,13,28,79
14817,Nathdwara,10423,73.8224937,24.9303453,hom,69,85,64,12,62,89,27,63,88,81,68,43,56,46
14818,Nathdwara,10423,73.8224937,24.9303453,Tra,81,93,40,72,51,60,45,20,99,86,30,91,62,30
14819,Nathdwara,10423,73.8224937,24.9303453,Una,60,39,17,76,25,84,80,94,59,64,47,88,21,76
14820,Ratangarh,10423,74.6243533,28.0749601,Ayu,67,77,89,89,51,44,46,15,56,47,44,16,46,51
14821,Ratangarh,10423,74.6243533,28.0749601,Chi,23,83,57,17,87,91,58,19,83,83,78,75,54,97
14822,Ratangarh,10423,74.6243533,28.0749601,Den,41,11,17,60,64,98,35,28,28,18,66,64,81,81
14823,Ratangarh,10423,74.6243533,28.0749601,Allo,19,42,93,52,14,78,70,45,21,72,82,72,43,36
14824,Ratangarh,10423,74.6243533,28.0749601,Nat,73,38,92,16,38,96,36,30,49,69,85,40,47,11
14825,Ratangarh,10423,74.6243533,28.0749601,Vet,46,82,55,33,52,91,37,47,28,42,39,95,28,49
14826,Ratangarh,10423,74.6243533,28.0749601,Ene,84,41,49,65,15,12,48,76,23,63,32,90,95,36
14827,Ratangarh,10423,74.6243533,28.0749601,hom,85,51,35,64,39,81,22,65,48,62,43,54,40,24
14828,Ratangarh,10423,74.6243533,28.0749601,Tra,68,65,67,88,65,95,82,83,38,98,77,46,62,87
14829,Ratangarh,10423,74.6243533,28.0749601,Una,32,12,78,16,30,90,36,86,17,79,36,43,49,98
14830,Ladnun,10423,74.3949,27.6418,Ayu,33,95,92,28,73,61,21,89,20,30,67,47,57,66
14831,Ladnun,10423,74.3949,27.6418,Chi,13,43,36,94,71,21,49,72,72,69,13,39,85,31
14832,Ladnun,10423,74.3949,27.6418,Den,49,75,66,24,66,67,91,29,39,14,71,46,44,60
14833,Ladnun,10423,74.3949,27.6418,Allo,10,81,57,90,65,68,56,51,71,84,67,64,32,73
14834,Ladnun,10423,74.3949,27.6418,Nat,54,63,86,89,62,37,75,87,45,96,81,74,56,74
14835,Ladnun,10423,74.3949,27.6418,Vet,87,38,37,57,41,82,23,67,71,25,45,14,13,47
14836,Ladnun,10423,74.3949,27.6418,Ene,51,22,84,16,62,12,88,39,42,39,59,73,62,77
14837,Ladnun,10423,74.3949,27.6418,hom,87,96,60,84,85,41,96,22,33,94,47,92,60,13
14838,Ladnun,10423,74.3949,27.6418,Tra,25,23,77,62,38,83,98,90,92,88,34,79,35,41
14839,Ladnun,10423,74.3949,27.6418,Una,88,97,59,22,13,36,41,15,47,49,26,91,75,42
14840,Kumher,10423,77.3789964,27.3152709,Ayu,52,26,97,11,65,26,16,48,63,38,88,81,52,33
14841,Kumher,10423,77.3789964,27.3152709,Chi,90,79,72,64,77,61,72,93,65,20,59,38,42,31
14842,Kumher,10423,77.3789964,27.3152709,Den,10,14,69,87,60,84,86,21,37,81,99,56,54,32
14843,Kumher,10423,77.3789964,27.3152709,Allo,16,43,28,64,33,28,32,21,83,46,44,38,95,71
14844,Kumher,10423,77.3789964,27.3152709,Nat,19,66,33,87,92,44,68,68,32,56,49,94,98,56
14845,Kumher,10423,77.3789964,27.3152709,Vet,63,20,85,99,62,95,77,15,15,64,14,33,14,44
14846,Kumher,10423,77.3789964,27.3152709,Ene,24,33,42,93,76,27,24,99,54,54,35,59,40,42
14847,Kumher,10423,77.3789964,27.3152709,hom,81,46,31,12,82,77,64,48,21,88,24,58,34,99
14848,Kumher,10423,77.3789964,27.3152709,Tra,44,88,47,40,11,31,63,79,40,43,67,75,58,11
14849,Kumher,10423,77.3789964,27.3152709,Una,45,34,50,73,71,93,70,54,86,15,97,35,69,45
14850,Gangtok,10424,88.69827694810172,27.3257569,Ayu,54,93,93,52,16,97,67,12,24,21,97,34,23,75
14851,Gangtok,10424,88.69827694810172,27.3257569,Chi,39,74,45,90,51,24,42,65,12,70,61,56,13,55
14852,Gangtok,10424,88.69827694810172,27.3257569,Den,97,70,10,89,48,58,33,13,10,50,33,64,79,77
14853,Gangtok,10424,88.69827694810172,27.3257569,Allo,99,88,48,61,62,25,27,50,64,91,63,34,94,54
14854,Gangtok,10424,88.69827694810172,27.3257569,Nat,99,81,64,82,33,90,14,66,49,59,51,57,38,66
14855,Gangtok,10424,88.69827694810172,27.3257569,Vet,96,64,77,96,76,33,33,11,31,33,26,18,28,22
14856,Gangtok,10424,88.69827694810172,27.3257569,Ene,92,16,33,74,86,60,44,11,85,30,47,82,25,29
14857,Gangtok,10424,88.69827694810172,27.3257569,hom,22,99,61,90,33,65,86,20,82,44,25,50,53,94
14858,Gangtok,10424,88.69827694810172,27.3257569,Tra,17,16,48,58,55,91,70,83,60,65,14,61,46,49
14859,Gangtok,10424,88.69827694810172,27.3257569,Una,90,72,89,88,65,32,53,68,12,34,27,62,14,93
14860,Rajapalaiyam,10425,77.5607781,9.4522179,Ayu,75,40,98,40,72,37,40,76,63,27,42,35,89,16
14861,Rajapalaiyam,10425,77.5607781,9.4522179,Chi,65,20,25,69,97,77,38,27,41,87,22,79,16,86
14862,Rajapalaiyam,10425,77.5607781,9.4522179,Den,73,51,76,19,18,65,38,59,14,16,52,15,72,47
14863,Rajapalaiyam,10425,77.5607781,9.4522179,Allo,72,94,58,62,89,38,82,21,51,21,20,88,81,85
14864,Rajapalaiyam,10425,77.5607781,9.4522179,Nat,20,62,58,71,53,27,83,34,44,12,29,28,30,66
14865,Rajapalaiyam,10425,77.5607781,9.4522179,Vet,63,91,93,91,23,32,92,94,73,31,17,93,20,21
14866,Rajapalaiyam,10425,77.5607781,9.4522179,Ene,96,21,22,41,26,67,26,15,65,95,25,48,34,71
14867,Rajapalaiyam,10425,77.5607781,9.4522179,hom,37,62,13,77,56,30,64,93,51,94,14,97,73,28
14868,Rajapalaiyam,10425,77.5607781,9.4522179,Tra,75,28,74,94,35,18,82,12,11,18,80,76,62,67
14869,Rajapalaiyam,10425,77.5607781,9.4522179,Una,50,71,20,83,26,62,28,91,76,43,24,59,30,34
14870,Chennai,10425,80.270186,13.0836939,Ayu,59,56,16,98,21,58,67,13,60,32,99,19,73,70
14871,Chennai,10425,80.270186,13.0836939,Chi,37,11,17,20,42,77,76,41,69,81,51,19,81,48
14872,Chennai,10425,80.270186,13.0836939,Den,21,63,53,27,13,35,41,11,27,47,25,94,33,87
14873,Chennai,10425,80.270186,13.0836939,Allo,18,53,47,75,17,83,16,62,23,87,19,45,14,85
14874,Chennai,10425,80.270186,13.0836939,Nat,22,42,14,76,45,90,21,86,54,64,82,98,32,17
14875,Chennai,10425,80.270186,13.0836939,Vet,34,75,70,84,85,96,65,96,72,81,23,43,34,89
14876,Chennai,10425,80.270186,13.0836939,Ene,87,29,19,24,18,77,72,14,47,35,52,54,71,45
14877,Chennai,10425,80.270186,13.0836939,hom,56,82,66,38,86,68,63,65,14,57,92,33,83,67
14878,Chennai,10425,80.270186,13.0836939,Tra,19,62,26,46,88,25,36,32,34,30,54,39,58,23
14879,Chennai,10425,80.270186,13.0836939,Una,63,29,81,84,42,76,52,85,20,25,58,94,81,91
14880,Tirunelveli,10425,77.710247,8.722388,Ayu,94,53,83,76,32,94,41,53,82,83,97,65,11,63
14881,Tirunelveli,10425,77.710247,8.722388,Chi,52,49,14,19,46,21,16,41,11,77,31,43,59,74
14882,Tirunelveli,10425,77.710247,8.722388,Den,19,78,63,30,25,57,30,56,41,26,81,24,74,36
14883,Tirunelveli,10425,77.710247,8.722388,Allo,17,29,77,11,48,18,66,83,44,83,12,31,23,62
14884,Tirunelveli,10425,77.710247,8.722388,Nat,72,47,98,57,65,99,63,12,38,42,45,33,37,93
14885,Tirunelveli,10425,77.710247,8.722388,Vet,75,58,66,64,32,50,57,96,21,87,30,62,96,44
14886,Tirunelveli,10425,77.710247,8.722388,Ene,69,15,59,98,17,51,55,75,97,94,55,70,44,57
14887,Tirunelveli,10425,77.710247,8.722388,hom,16,59,86,45,16,73,42,55,76,69,61,90,73,97
14888,Tirunelveli,10425,77.710247,8.722388,Tra,44,39,87,38,99,10,18,98,16,26,31,78,59,97
14889,Tirunelveli,10425,77.710247,8.722388,Una,98,14,43,10,79,86,21,42,43,60,46,80,15,83
14890,Theni,10425,77.47420048524822,9.969664300000002,Ayu,11,20,24,32,33,53,72,60,25,37,34,11,63,88
14891,Theni,10425,77.47420048524822,9.969664300000002,Chi,35,41,31,10,71,25,93,51,19,42,69,14,71,99
14892,Theni,10425,77.47420048524822,9.969664300000002,Den,91,99,57,77,16,47,75,59,79,31,98,47,59,30
14893,Theni,10425,77.47420048524822,9.969664300000002,Allo,81,72,88,29,29,23,89,19,80,23,30,47,20,43
14894,Theni,10425,77.47420048524822,9.969664300000002,Nat,89,81,80,37,35,80,62,35,45,85,72,87,61,59
14895,Theni,10425,77.47420048524822,9.969664300000002,Vet,15,16,60,80,88,36,60,71,28,97,51,78,23,92
14896,Theni,10425,77.47420048524822,9.969664300000002,Ene,18,42,67,11,13,78,27,18,78,55,93,76,98,47
14897,Theni,10425,77.47420048524822,9.969664300000002,hom,78,27,18,32,96,40,34,87,19,82,66,91,41,35
14898,Theni,10425,77.47420048524822,9.969664300000002,Tra,86,88,38,12,42,56,32,17,64,61,73,71,28,66
14899,Theni,10425,77.47420048524822,9.969664300000002,Una,92,41,85,99,99,17,86,26,92,98,89,98,59,55
14900,Erode,10425,77.67662686841793,11.3692044,Ayu,43,75,64,63,73,35,18,33,23,56,22,32,97,83
14901,Erode,10425,77.67662686841793,11.3692044,Chi,98,77,30,60,88,99,60,60,70,67,88,85,44,13
14902,Erode,10425,77.67662686841793,11.3692044,Den,82,42,26,85,90,82,89,37,17,99,43,63,58,97
14903,Erode,10425,77.67662686841793,11.3692044,Allo,76,68,85,30,90,50,89,35,67,46,98,76,90,38
14904,Erode,10425,77.67662686841793,11.3692044,Nat,91,78,10,90,34,67,66,42,47,50,79,41,84,19
14905,Erode,10425,77.67662686841793,11.3692044,Vet,17,13,24,50,77,80,16,22,72,37,72,37,51,34
14906,Erode,10425,77.67662686841793,11.3692044,Ene,90,21,54,63,79,17,83,32,72,24,46,29,78,39
14907,Erode,10425,77.67662686841793,11.3692044,hom,93,69,60,23,58,88,98,93,56,11,66,15,30,67
14908,Erode,10425,77.67662686841793,11.3692044,Tra,16,25,64,72,55,29,48,55,35,84,92,21,51,76
14909,Erode,10425,77.67662686841793,11.3692044,Una,20,35,48,15,65,90,36,14,63,43,92,17,26,15
14910,Kanniyakumari,10425,77.5467414,8.0879641,Ayu,24,31,97,54,85,95,81,43,55,58,16,44,33,18
14911,Kanniyakumari,10425,77.5467414,8.0879641,Chi,23,78,67,82,23,78,80,97,28,12,90,20,48,74
14912,Kanniyakumari,10425,77.5467414,8.0879641,Den,89,31,67,17,67,51,52,81,36,44,43,63,52,33
14913,Kanniyakumari,10425,77.5467414,8.0879641,Allo,23,82,64,46,22,48,30,89,59,27,99,57,31,80
14914,Kanniyakumari,10425,77.5467414,8.0879641,Nat,15,13,83,43,90,12,81,36,36,40,98,44,81,88
14915,Kanniyakumari,10425,77.5467414,8.0879641,Vet,70,60,49,86,95,63,30,93,91,13,31,50,10,60
14916,Kanniyakumari,10425,77.5467414,8.0879641,Ene,15,37,30,74,18,80,22,93,70,33,88,78,72,86
14917,Kanniyakumari,10425,77.5467414,8.0879641,hom,61,18,48,84,17,75,52,72,35,10,77,34,83,50
14918,Kanniyakumari,10425,77.5467414,8.0879641,Tra,35,52,64,90,21,50,41,39,16,58,38,61,29,89
14919,Kanniyakumari,10425,77.5467414,8.0879641,Una,94,22,61,71,35,72,53,78,44,23,99,21,30,91
14920,Tiruppur,10425,77.345192,11.1017815,Ayu,29,41,84,73,15,23,65,19,93,97,11,51,33,24
14921,Tiruppur,10425,77.345192,11.1017815,Chi,62,52,13,98,26,56,79,83,47,21,44,12,18,94
14922,Tiruppur,10425,77.345192,11.1017815,Den,45,59,15,37,92,23,25,76,56,54,14,61,19,23
14923,Tiruppur,10425,77.345192,11.1017815,Allo,93,27,63,33,97,15,58,14,75,90,93,32,54,57
14924,Tiruppur,10425,77.345192,11.1017815,Nat,25,54,91,76,57,82,44,15,50,76,96,88,93,39
14925,Tiruppur,10425,77.345192,11.1017815,Vet,50,39,97,11,24,92,17,27,24,61,64,40,19,90
14926,Tiruppur,10425,77.345192,11.1017815,Ene,30,20,61,74,94,45,49,30,23,18,74,16,36,18
14927,Tiruppur,10425,77.345192,11.1017815,hom,30,47,88,14,34,26,31,48,26,94,98,39,15,13
14928,Tiruppur,10425,77.345192,11.1017815,Tra,87,28,57,59,79,54,35,28,14,66,86,63,55,85
14929,Tiruppur,10425,77.345192,11.1017815,Una,78,32,79,84,54,66,61,97,79,70,11,61,96,93
14930,Salem,10425,-123.033121,44.9391565,Ayu,27,56,83,23,48,43,62,54,76,65,58,61,72,69
14931,Salem,10425,-123.033121,44.9391565,Chi,23,49,49,93,33,73,89,56,54,42,45,99,50,63
14932,Salem,10425,-123.033121,44.9391565,Den,37,98,53,40,33,86,49,47,26,75,64,11,12,13
14933,Salem,10425,-123.033121,44.9391565,Allo,89,59,47,29,27,72,79,36,84,37,16,36,31,66
14934,Salem,10425,-123.033121,44.9391565,Nat,72,11,44,55,37,94,64,63,80,19,89,97,28,73
14935,Salem,10425,-123.033121,44.9391565,Vet,52,54,77,96,66,13,47,86,57,41,89,10,61,78
14936,Salem,10425,-123.033121,44.9391565,Ene,82,37,21,40,14,73,23,26,57,61,18,49,75,45
14937,Salem,10425,-123.033121,44.9391565,hom,76,27,11,82,16,70,93,86,33,83,69,32,20,60
14938,Salem,10425,-123.033121,44.9391565,Tra,66,80,22,64,91,52,71,37,47,90,18,76,88,61
14939,Salem,10425,-123.033121,44.9391565,Una,98,56,50,97,85,89,73,52,21,62,54,88,48,63
14940,Kanchipuram,10425,79.9839686,12.9647163,Ayu,85,32,41,67,15,36,42,51,72,85,61,38,44,52
14941,Kanchipuram,10425,79.9839686,12.9647163,Chi,75,74,99,22,86,54,21,80,17,13,72,56,42,65
14942,Kanchipuram,10425,79.9839686,12.9647163,Den,45,54,79,32,15,77,40,16,67,27,34,23,31,75
14943,Kanchipuram,10425,79.9839686,12.9647163,Allo,78,56,92,96,38,24,33,91,47,56,25,88,41,88
14944,Kanchipuram,10425,79.9839686,12.9647163,Nat,43,64,15,69,22,93,89,59,42,12,72,99,52,98
14945,Kanchipuram,10425,79.9839686,12.9647163,Vet,80,56,29,20,24,73,72,48,61,63,93,66,31,38
14946,Kanchipuram,10425,79.9839686,12.9647163,Ene,85,74,22,58,61,15,22,66,91,48,11,17,57,18
14947,Kanchipuram,10425,79.9839686,12.9647163,hom,11,72,16,48,93,99,89,12,99,77,48,86,92,32
14948,Kanchipuram,10425,79.9839686,12.9647163,Tra,11,99,78,83,58,89,13,59,33,74,52,68,73,62
14949,Kanchipuram,10425,79.9839686,12.9647163,Una,61,80,97,76,83,62,10,17,96,51,75,32,67,67
14950,Madurai,10425,78.1140983,9.9261153,Ayu,95,47,31,96,55,87,50,26,38,33,23,52,82,19
14951,Madurai,10425,78.1140983,9.9261153,Chi,97,15,50,90,73,35,54,15,53,87,79,71,29,25
14952,Madurai,10425,78.1140983,9.9261153,Den,72,90,50,95,31,65,56,12,52,35,65,33,43,79
14953,Madurai,10425,78.1140983,9.9261153,Allo,85,17,80,14,14,40,39,32,21,56,74,38,73,57
14954,Madurai,10425,78.1140983,9.9261153,Nat,42,50,27,97,24,63,57,36,53,34,10,64,73,11
14955,Madurai,10425,78.1140983,9.9261153,Vet,21,63,18,28,24,43,40,95,74,52,54,70,74,26
14956,Madurai,10425,78.1140983,9.9261153,Ene,28,94,78,64,16,36,68,29,14,77,34,76,35,39
14957,Madurai,10425,78.1140983,9.9261153,hom,13,72,47,32,60,42,80,54,98,52,71,91,28,63
14958,Madurai,10425,78.1140983,9.9261153,Tra,41,36,25,37,45,48,12,22,68,24,81,36,66,46
14959,Madurai,10425,78.1140983,9.9261153,Una,51,50,61,11,84,51,33,58,50,86,93,86,91,40
14960,Perambalur,10425,78.8182555496278,11.2287716,Ayu,85,76,58,49,17,10,23,55,59,54,20,32,94,94
14961,Perambalur,10425,78.8182555496278,11.2287716,Chi,62,74,31,15,67,41,31,84,47,81,76,80,21,69
14962,Perambalur,10425,78.8182555496278,11.2287716,Den,81,83,77,14,10,47,84,30,68,35,53,30,94,94
14963,Perambalur,10425,78.8182555496278,11.2287716,Allo,80,23,87,16,25,76,25,10,95,93,65,57,60,24
14964,Perambalur,10425,78.8182555496278,11.2287716,Nat,25,15,34,62,58,24,16,35,49,60,62,55,87,28
14965,Perambalur,10425,78.8182555496278,11.2287716,Vet,66,31,94,42,74,89,86,13,63,37,99,63,38,38
14966,Perambalur,10425,78.8182555496278,11.2287716,Ene,30,38,23,43,36,14,28,60,93,39,79,66,72,83
14967,Perambalur,10425,78.8182555496278,11.2287716,hom,38,16,99,50,93,15,82,15,50,18,35,94,37,16
14968,Perambalur,10425,78.8182555496278,11.2287716,Tra,73,51,98,46,45,75,34,31,28,17,86,88,59,66
14969,Perambalur,10425,78.8182555496278,11.2287716,Una,25,74,61,97,59,40,47,18,47,21,94,83,91,27
14970,Annamalainagar,10425,,,Ayu,35,62,27,78,83,12,14,76,30,38,73,56,15,88
14971,Annamalainagar,10425,,,Chi,24,79,80,53,79,27,41,34,87,14,26,89,61,41
14972,Annamalainagar,10425,,,Den,72,40,18,15,82,59,77,12,58,65,71,26,98,61
14973,Annamalainagar,10425,,,Allo,18,40,44,57,89,56,95,12,99,99,23,80,95,94
14974,Annamalainagar,10425,,,Nat,41,31,68,74,68,67,70,11,49,80,31,73,42,11
14975,Annamalainagar,10425,,,Vet,52,33,18,77,72,94,70,82,48,26,63,12,54,98
14976,Annamalainagar,10425,,,Ene,17,83,65,18,80,63,55,60,79,65,50,65,51,80
14977,Annamalainagar,10425,,,hom,56,78,86,98,34,14,81,89,25,30,48,36,70,22
14978,Annamalainagar,10425,,,Tra,38,89,20,69,13,68,97,10,11,55,93,35,53,26
14979,Annamalainagar,10425,,,Una,11,20,82,74,41,71,49,27,26,42,72,57,90,98
14980,Dharmapuri,10425,78.19304301026716,12.09680475,Ayu,97,71,70,55,94,58,25,39,26,23,35,21,21,59
14981,Dharmapuri,10425,78.19304301026716,12.09680475,Chi,63,20,91,54,88,63,39,86,64,34,48,33,10,66
14982,Dharmapuri,10425,78.19304301026716,12.09680475,Den,61,39,44,26,28,31,20,62,90,56,75,79,19,66
14983,Dharmapuri,10425,78.19304301026716,12.09680475,Allo,75,52,14,79,41,74,33,52,42,11,77,56,83,55
14984,Dharmapuri,10425,78.19304301026716,12.09680475,Nat,82,88,47,58,17,86,46,87,73,59,54,11,46,84
14985,Dharmapuri,10425,78.19304301026716,12.09680475,Vet,12,41,37,94,83,83,38,99,85,74,41,34,93,92
14986,Dharmapuri,10425,78.19304301026716,12.09680475,Ene,18,90,77,12,83,53,55,11,34,82,57,35,59,95
14987,Dharmapuri,10425,78.19304301026716,12.09680475,hom,65,55,17,93,73,65,70,54,13,82,96,76,23,49
14988,Dharmapuri,10425,78.19304301026716,12.09680475,Tra,73,41,30,24,52,47,64,94,38,45,34,53,60,76
14989,Dharmapuri,10425,78.19304301026716,12.09680475,Una,27,47,50,66,43,17,48,98,90,24,57,19,40,10
14990,Thanjavur,10425,79.1381497,10.7860267,Ayu,31,30,19,68,41,25,96,53,79,64,12,17,40,93
14991,Thanjavur,10425,79.1381497,10.7860267,Chi,24,66,13,90,14,37,73,63,70,40,31,33,18,37
14992,Thanjavur,10425,79.1381497,10.7860267,Den,77,76,49,77,71,81,24,60,90,76,69,56,72,18
14993,Thanjavur,10425,79.1381497,10.7860267,Allo,83,63,36,90,51,53,90,84,82,58,65,72,76,38
14994,Thanjavur,10425,79.1381497,10.7860267,Nat,23,92,36,26,85,72,93,22,45,60,97,38,64,75
14995,Thanjavur,10425,79.1381497,10.7860267,Vet,11,51,44,78,86,46,20,43,63,73,28,65,78,20
14996,Thanjavur,10425,79.1381497,10.7860267,Ene,94,88,78,17,42,34,90,14,70,83,96,26,66,22
14997,Thanjavur,10425,79.1381497,10.7860267,hom,91,67,23,22,86,42,85,99,39,42,98,41,41,86
14998,Thanjavur,10425,79.1381497,10.7860267,Tra,73,74,75,77,32,24,88,78,37,63,70,51,45,50
14999,Thanjavur,10425,79.1381497,10.7860267,Una,23,37,46,36,43,96,32,13,71,54,53,73,82,32
15000,Coimbatore,10425,76.9628425,11.0018115,Ayu,17,72,94,89,99,58,64,74,83,86,75,49,87,62
15001,Coimbatore,10425,76.9628425,11.0018115,Chi,45,90,51,71,62,88,93,96,30,80,86,46,90,69
15002,Coimbatore,10425,76.9628425,11.0018115,Den,80,93,64,29,60,91,42,91,16,54,85,56,10,77
15003,Coimbatore,10425,76.9628425,11.0018115,Allo,94,37,12,23,23,36,76,26,57,87,72,22,49,94
15004,Coimbatore,10425,76.9628425,11.0018115,Nat,54,23,45,36,67,54,86,92,17,15,92,40,61,92
15005,Coimbatore,10425,76.9628425,11.0018115,Vet,90,13,16,37,78,94,75,20,47,93,24,77,44,82
15006,Coimbatore,10425,76.9628425,11.0018115,Ene,31,92,82,39,47,18,43,90,69,36,62,36,80,97
15007,Coimbatore,10425,76.9628425,11.0018115,hom,43,53,84,97,38,87,36,25,12,23,20,28,74,70
15008,Coimbatore,10425,76.9628425,11.0018115,Tra,54,28,98,10,12,46,78,25,61,85,30,74,40,90
15009,Coimbatore,10425,76.9628425,11.0018115,Una,35,29,36,82,31,35,34,48,95,47,66,22,58,31
15010,Hosur,10425,77.8309478,12.7328844,Ayu,80,45,98,53,88,97,87,45,10,79,90,57,95,86
15011,Hosur,10425,77.8309478,12.7328844,Chi,25,55,21,29,52,10,82,25,31,39,96,80,48,44
15012,Hosur,10425,77.8309478,12.7328844,Den,65,51,65,86,39,24,50,20,78,78,38,52,60,41
15013,Hosur,10425,77.8309478,12.7328844,Allo,41,66,55,16,47,38,73,42,23,88,12,70,35,19
15014,Hosur,10425,77.8309478,12.7328844,Nat,58,75,86,13,50,16,94,24,98,90,31,48,80,46
15015,Hosur,10425,77.8309478,12.7328844,Vet,12,48,54,84,94,33,37,99,68,97,96,86,44,75
15016,Hosur,10425,77.8309478,12.7328844,Ene,64,76,65,21,74,78,43,23,43,37,47,68,20,24
15017,Hosur,10425,77.8309478,12.7328844,hom,74,98,10,29,58,34,65,43,64,67,73,29,22,55
15018,Hosur,10425,77.8309478,12.7328844,Tra,46,92,73,28,92,53,97,24,31,18,26,31,20,43
15019,Hosur,10425,77.8309478,12.7328844,Una,88,26,54,73,89,98,94,63,59,58,28,98,29,28
15020,Pudukkottai,10425,78.833333,10.5,Ayu,29,85,71,55,57,69,91,37,75,36,91,27,71,13
15021,Pudukkottai,10425,78.833333,10.5,Chi,55,71,81,23,62,81,10,10,78,86,61,93,72,29
15022,Pudukkottai,10425,78.833333,10.5,Den,62,91,77,39,14,26,62,54,60,76,93,38,16,79
15023,Pudukkottai,10425,78.833333,10.5,Allo,88,64,97,10,11,51,50,57,53,64,58,87,28,95
15024,Pudukkottai,10425,78.833333,10.5,Nat,92,87,18,21,56,56,16,19,38,35,21,42,34,30
15025,Pudukkottai,10425,78.833333,10.5,Vet,93,16,81,43,79,12,88,55,45,91,58,84,97,12
15026,Pudukkottai,10425,78.833333,10.5,Ene,40,22,91,80,52,93,19,25,77,36,67,97,93,59
15027,Pudukkottai,10425,78.833333,10.5,hom,64,45,41,54,96,79,25,12,19,84,42,19,73,35
15028,Pudukkottai,10425,78.833333,10.5,Tra,26,73,68,57,64,20,23,57,82,42,69,77,49,87
15029,Pudukkottai,10425,78.833333,10.5,Una,82,51,84,24,67,85,69,69,94,53,90,75,26,57
15030,Tiruchirappalli,10425,78.6870296,10.804973,Ayu,36,74,28,99,75,69,87,70,10,87,23,52,39,84
15031,Tiruchirappalli,10425,78.6870296,10.804973,Chi,44,98,42,29,84,81,88,14,81,97,99,14,90,15
15032,Tiruchirappalli,10425,78.6870296,10.804973,Den,25,24,80,44,24,33,87,45,58,65,64,86,64,49
15033,Tiruchirappalli,10425,78.6870296,10.804973,Allo,33,18,55,73,13,16,98,90,30,34,25,49,38,46
15034,Tiruchirappalli,10425,78.6870296,10.804973,Nat,24,85,49,21,99,96,49,95,51,65,26,79,33,15
15035,Tiruchirappalli,10425,78.6870296,10.804973,Vet,92,12,92,39,59,78,74,59,50,96,19,84,46,50
15036,Tiruchirappalli,10425,78.6870296,10.804973,Ene,90,92,16,10,73,25,95,71,27,63,40,99,63,12
15037,Tiruchirappalli,10425,78.6870296,10.804973,hom,33,63,11,78,31,83,58,23,25,59,16,35,70,53
15038,Tiruchirappalli,10425,78.6870296,10.804973,Tra,94,39,46,11,49,93,90,97,27,15,50,93,62,60
15039,Tiruchirappalli,10425,78.6870296,10.804973,Una,64,91,92,96,34,52,42,73,55,91,88,80,25,32
15040,Villupuram,10425,79.4854635,11.938648,Ayu,57,53,33,89,77,59,49,80,91,22,94,97,36,32
15041,Villupuram,10425,79.4854635,11.938648,Chi,15,65,70,67,57,40,76,27,72,36,35,24,49,47
15042,Villupuram,10425,79.4854635,11.938648,Den,99,18,35,78,62,24,62,77,40,95,12,17,24,82
15043,Villupuram,10425,79.4854635,11.938648,Allo,32,51,47,17,57,36,89,11,73,41,58,87,14,68
