,State,id_country,log_S,lat_S,category,1_period,2_period,3_period,4_period,5_period,6_period,7_period,8_period,9_period,10_period,primary,secondary,tertiary,quaternary
6554,Eastern Development Region,128,87.67849680870404,26.49397875,Nat,71,69,17,24,32,83,85,23,61,14,68,66,43,74
6555,Eastern Development Region,128,87.67849680870404,26.49397875,Vet,31,78,99,22,44,71,99,74,74,47,75,72,91,33
6556,Eastern Development Region,128,87.67849680870404,26.49397875,Ene,61,76,16,68,94,56,15,74,26,70,45,73,10,82
6557,Eastern Development Region,128,87.67849680870404,26.49397875,hom,32,84,75,78,23,48,63,23,67,28,91,89,57,73
6558,Eastern Development Region,128,87.67849680870404,26.49397875,Tra,26,96,55,93,99,88,80,71,94,74,80,92,95,93
6559,Eastern Development Region,128,87.67849680870404,26.49397875,Una,75,41,43,53,64,76,46,32,47,52,67,63,81,31
6560,Gandaki,128,83.991402,28.209538,Ayu,77,66,67,43,74,45,73,59,48,27,76,85,20,55
6561,Gandaki,128,83.991402,28.209538,Chi,25,17,29,69,55,96,26,86,43,46,78,70,47,96
6562,Gandaki,128,83.991402,28.209538,Den,83,71,10,96,39,34,67,68,86,99,86,96,63,64
6563,Gandaki,128,83.991402,28.209538,Allo,55,41,33,31,25,40,85,48,13,30,62,91,10,77
6564,Gandaki,128,83.991402,28.209538,Nat,90,31,89,65,84,73,59,55,52,85,87,79,75,18
6565,Gandaki,128,83.991402,28.209538,Vet,74,17,98,45,57,78,55,86,32,53,65,51,71,19
6566,Gandaki,128,83.991402,28.209538,Ene,58,35,30,84,28,83,26,40,96,84,47,14,63,99
6567,Gandaki,128,83.991402,28.209538,hom,56,85,16,33,15,35,92,79,89,98,24,95,69,32
6568,Gandaki,128,83.991402,28.209538,Tra,14,29,30,51,41,55,35,29,13,72,49,57,17,21
6569,Gandaki,128,83.991402,28.209538,Una,56,98,56,49,26,67,71,36,67,68,98,40,46,22
6570,Janakpur,128,85.93643035322714,26.7281124,Ayu,57,91,47,93,88,50,63,16,47,26,58,41,43,61
6571,Janakpur,128,85.93643035322714,26.7281124,Chi,68,39,25,27,19,85,57,98,24,24,42,53,46,17
6572,Janakpur,128,85.93643035322714,26.7281124,Den,10,76,85,57,13,16,69,97,34,21,16,96,76,10
6573,Janakpur,128,85.93643035322714,26.7281124,Allo,12,85,78,44,54,89,59,78,62,81,17,89,37,39
6574,Janakpur,128,85.93643035322714,26.7281124,Nat,95,34,36,82,96,19,35,41,97,72,32,20,14,88
6575,Janakpur,128,85.93643035322714,26.7281124,Vet,54,58,10,77,60,94,78,21,88,67,51,90,67,13
6576,Janakpur,128,85.93643035322714,26.7281124,Ene,62,69,23,48,67,99,44,19,58,49,30,47,62,32
6577,Janakpur,128,85.93643035322714,26.7281124,hom,72,58,96,22,52,33,33,76,39,94,81,35,99,67
6578,Janakpur,128,85.93643035322714,26.7281124,Tra,95,28,35,92,56,97,68,46,93,50,37,58,27,98
6579,Janakpur,128,85.93643035322714,26.7281124,Una,39,34,88,26,45,16,20,64,92,91,24,61,31,52
6580,Koshi,128,87.2558361243347,26.675037575,Ayu,68,86,89,95,38,73,77,69,94,52,66,20,21,51
6581,Koshi,128,87.2558361243347,26.675037575,Chi,22,39,41,78,18,49,62,70,80,91,43,38,80,42
6582,Koshi,128,87.2558361243347,26.675037575,Den,15,26,72,93,17,47,68,65,72,94,62,21,25,30
6583,Koshi,128,87.2558361243347,26.675037575,Allo,79,74,32,48,25,44,80,50,14,40,77,40,86,21
6584,Koshi,128,87.2558361243347,26.675037575,Nat,55,17,74,20,93,67,46,95,84,36,44,60,38,93
6585,Koshi,128,87.2558361243347,26.675037575,Vet,40,49,37,77,43,32,66,70,60,68,72,61,36,65
6586,Koshi,128,87.2558361243347,26.675037575,Ene,12,44,80,17,57,27,87,28,60,68,52,27,50,33
6587,Koshi,128,87.2558361243347,26.675037575,hom,58,31,75,69,13,78,88,10,13,87,15,15,57,83
6588,Koshi,128,87.2558361243347,26.675037575,Tra,50,36,95,44,37,64,21,80,96,25,22,43,68,48
6589,Koshi,128,87.2558361243347,26.675037575,Una,63,26,63,94,57,29,19,21,72,28,43,43,63,52
6590,Lumbini,128,59.347579967207366,33.960654633333334,Ayu,10,50,55,79,27,85,81,64,84,25,33,76,36,41
6591,Lumbini,128,59.347579967207366,33.960654633333334,Chi,50,42,38,55,78,50,57,83,67,29,97,74,11,88
6592,Lumbini,128,59.347579967207366,33.960654633333334,Den,87,58,67,18,78,28,70,78,83,28,27,89,33,98
6593,Lumbini,128,59.347579967207366,33.960654633333334,Allo,47,19,73,37,73,94,31,63,61,50,74,75,28,65
6594,Lumbini,128,59.347579967207366,33.960654633333334,Nat,37,29,28,38,26,19,68,28,70,60,39,45,43,78
6595,Lumbini,128,59.347579967207366,33.960654633333334,Vet,83,39,40,61,59,29,66,56,89,98,19,26,71,29
6596,Lumbini,128,59.347579967207366,33.960654633333334,Ene,13,52,87,71,31,45,72,61,63,45,60,35,16,62
6597,Lumbini,128,59.347579967207366,33.960654633333334,hom,64,68,14,88,34,27,22,49,93,59,32,55,74,57
6598,Lumbini,128,59.347579967207366,33.960654633333334,Tra,83,34,22,40,97,88,16,27,38,63,74,19,71,21
6599,Lumbini,128,59.347579967207366,33.960654633333334,Una,42,21,16,23,18,12,82,75,84,50,23,75,59,82
6600,Narayani,128,60.11842883333333,33.66953723333333,Ayu,43,55,82,48,12,27,61,54,46,50,54,59,97,44
6601,Narayani,128,60.11842883333333,33.66953723333333,Chi,13,36,25,89,87,33,63,74,16,23,30,42,10,32
6602,Narayani,128,60.11842883333333,33.66953723333333,Den,56,34,73,67,99,41,49,98,62,11,74,59,99,97
6603,Narayani,128,60.11842883333333,33.66953723333333,Allo,64,28,80,43,48,89,77,99,88,26,71,76,75,44
6604,Narayani,128,60.11842883333333,33.66953723333333,Nat,99,44,80,39,27,71,82,39,64,15,99,53,55,21
6605,Narayani,128,60.11842883333333,33.66953723333333,Vet,74,33,90,65,38,23,20,73,25,58,50,98,81,11
6606,Narayani,128,60.11842883333333,33.66953723333333,Ene,76,45,81,29,37,91,75,41,59,91,75,18,57,76
6607,Narayani,128,60.11842883333333,33.66953723333333,hom,67,85,90,40,65,16,64,76,94,90,50,51,75,14
6608,Narayani,128,60.11842883333333,33.66953723333333,Tra,28,84,65,94,66,66,29,19,99,58,39,88,64,36
6609,Narayani,128,60.11842883333333,33.66953723333333,Una,18,64,11,31,38,61,85,28,71,69,73,89,41,47
6610,North Holland,129,4.8924534,52.3730796,Ayu,62,29,55,15,38,56,55,11,31,48,90,70,64,12
6611,North Holland,129,4.8924534,52.3730796,Chi,16,66,53,81,19,26,72,70,72,63,68,23,86,85
6612,North Holland,129,4.8924534,52.3730796,Den,30,59,50,37,29,99,67,85,26,20,77,85,24,25
6613,North Holland,129,4.8924534,52.3730796,Allo,79,23,70,40,94,56,62,20,83,46,27,98,71,29
6614,North Holland,129,4.8924534,52.3730796,Nat,46,10,98,42,38,70,97,99,63,59,43,93,14,24
6615,North Holland,129,4.8924534,52.3730796,Vet,20,91,34,68,40,17,60,82,98,92,22,89,13,55
6616,North Holland,129,4.8924534,52.3730796,Ene,58,77,33,26,82,83,89,32,58,88,18,84,70,30
6617,North Holland,129,4.8924534,52.3730796,hom,64,47,85,37,67,97,71,68,41,53,89,68,64,23
6618,North Holland,129,4.8924534,52.3730796,Tra,95,61,75,35,48,92,35,88,42,52,86,55,96,57
6619,North Holland,129,4.8924534,52.3730796,Una,96,22,76,89,76,24,97,58,76,54,43,82,62,19
6620,South Holland,129,4.548856466666667,51.95993276666667,Ayu,37,20,85,66,29,27,28,42,41,18,15,89,33,33
6621,South Holland,129,4.548856466666667,51.95993276666667,Chi,57,50,71,25,47,78,88,24,75,27,26,18,55,41
6622,South Holland,129,4.548856466666667,51.95993276666667,Den,56,27,50,26,83,59,37,20,23,99,48,20,79,53
6623,South Holland,129,4.548856466666667,51.95993276666667,Allo,21,51,27,43,36,28,75,36,49,80,80,75,94,95
6624,South Holland,129,4.548856466666667,51.95993276666667,Nat,35,11,16,53,34,31,15,64,16,76,68,70,23,44
6625,South Holland,129,4.548856466666667,51.95993276666667,Vet,90,12,93,69,57,19,41,35,30,11,23,84,95,11
6626,South Holland,129,4.548856466666667,51.95993276666667,Ene,27,62,56,44,82,67,87,20,63,57,83,91,51,78
6627,South Holland,129,4.548856466666667,51.95993276666667,hom,48,95,97,10,73,62,26,28,11,86,98,16,55,87
6628,South Holland,129,4.548856466666667,51.95993276666667,Tra,26,47,77,30,57,81,19,13,99,37,75,68,66,74
6629,South Holland,129,4.548856466666667,51.95993276666667,Una,49,37,93,86,63,41,77,59,59,35,45,20,16,37
6630,Auckland Region,130,174.83720509021578,-37.026472241666674,Ayu,84,20,57,54,27,22,99,17,33,47,25,22,71,13
6631,Auckland Region,130,174.83720509021578,-37.026472241666674,Chi,50,51,11,57,13,45,17,43,72,79,18,47,33,99
6632,Auckland Region,130,174.83720509021578,-37.026472241666674,Den,60,29,42,27,71,30,79,28,15,19,69,53,30,29
6633,Auckland Region,130,174.83720509021578,-37.026472241666674,Allo,92,24,42,63,98,92,62,65,77,41,79,23,58,70
6634,Auckland Region,130,174.83720509021578,-37.026472241666674,Nat,20,19,37,42,57,17,60,61,96,80,15,61,43,30
6635,Auckland Region,130,174.83720509021578,-37.026472241666674,Vet,87,96,55,79,11,28,18,55,94,59,84,69,85,32
6636,Auckland Region,130,174.83720509021578,-37.026472241666674,Ene,93,50,52,31,89,38,76,35,83,84,63,55,32,80
6637,Auckland Region,130,174.83720509021578,-37.026472241666674,hom,67,93,91,28,82,77,79,87,29,49,21,24,30,40
6638,Auckland Region,130,174.83720509021578,-37.026472241666674,Tra,53,73,46,40,35,72,55,25,58,38,79,72,52,15
6639,Auckland Region,130,174.83720509021578,-37.026472241666674,Una,62,78,48,11,24,14,15,32,50,88,95,62,73,12
6640,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Ayu,69,71,91,34,70,28,99,69,14,31,83,23,27,54
6641,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Chi,96,86,31,70,54,96,96,49,38,57,54,41,72,84
6642,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Den,42,90,93,31,47,21,99,34,29,11,24,64,14,23
6643,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Allo,98,39,45,63,21,92,76,68,91,46,88,59,69,60
6644,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Nat,54,33,95,61,30,17,53,37,57,23,15,54,81,91
6645,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Vet,23,91,43,17,14,46,29,55,43,50,92,35,68,77
6646,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Ene,84,18,84,96,25,54,13,93,83,16,53,10,98,89
6647,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,hom,14,66,51,88,80,71,76,18,77,99,60,90,36,97
6648,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Tra,57,37,80,49,51,82,31,75,35,69,39,87,50,89
6649,Bay of Plenty Region,130,176.70255429802984,-37.9528698375,Una,49,25,46,25,92,89,48,26,40,52,30,76,35,49
6650,Canterbury Region,130,143.15771577856066,-27.806304641666667,Ayu,62,98,69,89,30,17,92,44,91,91,94,82,27,61
6651,Canterbury Region,130,143.15771577856066,-27.806304641666667,Chi,86,28,72,81,79,26,11,74,28,45,59,82,81,36
6652,Canterbury Region,130,143.15771577856066,-27.806304641666667,Den,49,52,86,10,13,55,85,22,34,96,29,15,38,40
6653,Canterbury Region,130,143.15771577856066,-27.806304641666667,Allo,40,89,12,29,47,18,13,85,78,73,22,25,84,43
6654,Canterbury Region,130,143.15771577856066,-27.806304641666667,Nat,38,24,76,76,65,90,92,18,49,75,22,96,38,28
6655,Canterbury Region,130,143.15771577856066,-27.806304641666667,Vet,13,51,20,76,29,85,52,29,15,34,33,70,74,75
6656,Canterbury Region,130,143.15771577856066,-27.806304641666667,Ene,59,69,73,83,10,37,27,99,98,48,32,71,47,50
6657,Canterbury Region,130,143.15771577856066,-27.806304641666667,hom,39,85,90,55,97,91,50,63,51,94,31,26,88,62
6658,Canterbury Region,130,143.15771577856066,-27.806304641666667,Tra,89,98,87,15,57,59,49,52,53,93,44,35,10,69
6659,Canterbury Region,130,143.15771577856066,-27.806304641666667,Una,52,53,20,43,32,72,83,50,31,16,68,93,68,61
6660,Chatham Islands,130,174.0804593,-35.2704653,Ayu,10,17,44,67,15,23,80,60,98,22,46,65,88,50
6661,Chatham Islands,130,174.0804593,-35.2704653,Chi,89,39,24,15,18,73,53,46,45,40,32,42,14,82
6662,Chatham Islands,130,174.0804593,-35.2704653,Den,11,94,60,72,97,27,53,72,33,82,62,36,93,12
6663,Chatham Islands,130,174.0804593,-35.2704653,Allo,86,59,21,93,13,58,57,74,42,75,28,30,53,64
6664,Chatham Islands,130,174.0804593,-35.2704653,Nat,88,76,68,91,28,42,20,22,94,70,37,19,30,73
6665,Chatham Islands,130,174.0804593,-35.2704653,Vet,94,38,16,12,87,94,67,97,57,67,88,44,85,38
6666,Chatham Islands,130,174.0804593,-35.2704653,Ene,37,82,82,40,22,77,48,72,10,73,13,39,66,60
6667,Chatham Islands,130,174.0804593,-35.2704653,hom,40,90,83,64,92,32,27,50,37,81,20,89,70,79
6668,Chatham Islands,130,174.0804593,-35.2704653,Tra,28,96,82,57,66,12,19,52,51,84,12,73,12,65
6669,Chatham Islands,130,174.0804593,-35.2704653,Una,44,56,11,69,24,18,40,82,94,49,35,83,86,73
6670,Gisborne District,130,178.0206487,-38.661326,Ayu,83,45,72,46,69,30,35,33,22,62,77,90,70,71
6671,Gisborne District,130,178.0206487,-38.661326,Chi,99,46,50,74,41,36,53,17,75,58,94,54,50,95
6672,Gisborne District,130,178.0206487,-38.661326,Den,76,10,11,98,20,29,10,74,16,13,53,56,64,79
6673,Gisborne District,130,178.0206487,-38.661326,Allo,11,89,94,32,92,82,61,81,73,23,79,74,86,63
6674,Gisborne District,130,178.0206487,-38.661326,Nat,97,14,63,98,98,94,29,27,22,81,14,38,99,42
6675,Gisborne District,130,178.0206487,-38.661326,Vet,16,60,55,80,75,77,21,86,12,31,52,63,80,63
6676,Gisborne District,130,178.0206487,-38.661326,Ene,66,32,61,41,33,27,50,13,93,85,75,41,58,82
6677,Gisborne District,130,178.0206487,-38.661326,hom,35,20,17,32,43,67,76,56,96,61,33,87,93,83
6678,Gisborne District,130,178.0206487,-38.661326,Tra,95,98,37,94,38,86,59,46,33,55,84,11,41,14
6679,Gisborne District,130,178.0206487,-38.661326,Una,35,56,66,97,13,81,60,67,11,24,67,14,72,86
6680,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Ayu,88,87,80,24,39,62,90,89,21,93,76,24,81,19
6681,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Chi,60,66,96,83,57,94,60,72,29,80,40,39,17,10
6682,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Den,26,75,33,96,52,97,38,75,13,66,18,48,41,63
6683,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Allo,36,48,58,87,11,62,73,76,92,36,74,91,51,20
6684,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Nat,46,43,33,54,69,23,14,52,10,64,20,65,92,76
6685,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Vet,29,59,43,58,81,17,95,54,66,42,66,49,20,67
6686,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Ene,98,73,26,64,65,11,41,31,91,72,41,82,96,63
6687,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,hom,19,69,85,97,83,94,10,14,33,53,36,38,95,56
6688,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Tra,92,47,50,80,89,68,77,84,97,71,79,36,25,19
6689,Hawke's Bay Region,130,117.86097423333332,-8.791542733333335,Una,46,22,31,61,71,51,38,24,40,40,28,23,41,90
6690,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Ayu,59,63,10,72,39,27,19,14,77,15,44,58,11,58
6691,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Chi,56,72,16,85,14,10,68,27,54,54,22,82,44,68
6692,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Den,35,96,64,70,24,89,17,11,37,11,37,24,15,76
6693,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Allo,53,19,43,47,74,16,58,21,88,37,49,33,89,25
6694,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Nat,11,22,15,39,59,47,81,73,90,65,15,97,81,95
6695,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Vet,59,18,17,63,58,41,52,28,11,19,56,32,43,19
6696,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Ene,71,56,77,86,52,90,71,11,93,66,98,34,36,67
6697,Manawatu-Wanganui Region,130,175.6112388,-40.356317,hom,24,50,84,58,54,78,64,60,36,93,64,64,36,44
6698,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Tra,31,21,13,54,56,50,22,37,54,58,24,85,46,48
6699,Manawatu-Wanganui Region,130,175.6112388,-40.356317,Una,44,88,32,81,18,98,16,89,56,27,19,82,88,65
6700,Marlborough Region,130,173.98074680000002,-41.40139255,Ayu,80,10,63,87,99,21,87,19,98,42,74,43,19,78
6701,Marlborough Region,130,173.98074680000002,-41.40139255,Chi,38,35,77,62,67,24,32,82,71,90,39,63,63,78
6702,Marlborough Region,130,173.98074680000002,-41.40139255,Den,31,86,59,67,65,49,39,52,44,36,40,20,33,45
6703,Marlborough Region,130,173.98074680000002,-41.40139255,Allo,63,14,77,46,45,49,18,99,50,71,33,98,60,29
6704,Marlborough Region,130,173.98074680000002,-41.40139255,Nat,19,92,98,60,27,12,68,49,77,37,36,30,58,53
6705,Marlborough Region,130,173.98074680000002,-41.40139255,Vet,16,89,26,61,70,69,43,13,76,86,47,54,58,43
6706,Marlborough Region,130,173.98074680000002,-41.40139255,Ene,89,27,60,64,88,63,36,17,14,79,65,54,77,72
6707,Marlborough Region,130,173.98074680000002,-41.40139255,hom,64,81,52,29,13,15,30,81,34,45,30,13,35,93
6708,Marlborough Region,130,173.98074680000002,-41.40139255,Tra,13,78,41,21,82,51,99,24,51,76,62,99,85,94
6709,Marlborough Region,130,173.98074680000002,-41.40139255,Una,52,45,35,21,51,67,77,27,34,55,85,75,45,13
6710,Nelson Region,130,173.2836756,-41.2710849,Ayu,32,44,59,77,59,47,15,66,26,91,12,49,91,19
6711,Nelson Region,130,173.2836756,-41.2710849,Chi,63,79,46,30,28,42,20,95,57,26,45,20,34,95
6712,Nelson Region,130,173.2836756,-41.2710849,Den,74,83,22,20,67,38,37,76,12,93,48,48,86,38
6713,Nelson Region,130,173.2836756,-41.2710849,Allo,17,22,71,93,25,75,79,28,19,49,36,13,63,46
6714,Nelson Region,130,173.2836756,-41.2710849,Nat,72,21,19,22,93,90,94,63,71,67,72,13,42,10
6715,Nelson Region,130,173.2836756,-41.2710849,Vet,39,52,45,88,56,13,99,83,11,41,39,64,44,79
6716,Nelson Region,130,173.2836756,-41.2710849,Ene,49,16,94,89,64,65,70,34,78,17,79,35,42,24
6717,Nelson Region,130,173.2836756,-41.2710849,hom,27,64,98,66,71,98,36,82,75,75,64,33,18,37
6718,Nelson Region,130,173.2836756,-41.2710849,Tra,32,35,57,99,53,30,89,95,89,11,94,44,53,63
6719,Nelson Region,130,173.2836756,-41.2710849,Una,77,96,90,74,92,38,19,87,85,58,93,27,73,99
6720,Northland Region,130,174.13426314999998,-35.477393750000005,Ayu,50,60,30,32,73,14,46,47,76,74,31,16,48,78
6721,Northland Region,130,174.13426314999998,-35.477393750000005,Chi,63,51,88,32,38,61,78,40,66,34,74,30,77,98
6722,Northland Region,130,174.13426314999998,-35.477393750000005,Den,60,87,49,51,60,88,87,59,18,66,12,11,55,82
6723,Northland Region,130,174.13426314999998,-35.477393750000005,Allo,74,57,33,71,32,92,15,10,51,18,31,22,62,98
6724,Northland Region,130,174.13426314999998,-35.477393750000005,Nat,93,53,51,78,67,16,38,92,34,42,44,56,90,17
6725,Northland Region,130,174.13426314999998,-35.477393750000005,Vet,74,77,38,42,45,94,64,42,77,38,31,15,73,56
6726,Northland Region,130,174.13426314999998,-35.477393750000005,Ene,61,88,86,94,61,77,76,87,69,56,89,17,36,95
6727,Northland Region,130,174.13426314999998,-35.477393750000005,hom,53,29,32,63,90,76,88,77,71,42,22,91,95,97
6728,Northland Region,130,174.13426314999998,-35.477393750000005,Tra,18,96,69,94,14,24,66,72,15,72,55,34,78,98
6729,Northland Region,130,174.13426314999998,-35.477393750000005,Una,20,51,24,51,67,63,67,41,63,52,42,78,58,77
6730,Otago Region,130,38.02029710000001,-2.4171078500000007,Ayu,16,21,14,29,45,25,44,28,16,98,40,73,19,33
6731,Otago Region,130,38.02029710000001,-2.4171078500000007,Chi,13,55,11,42,62,56,86,27,23,81,26,86,19,64
6732,Otago Region,130,38.02029710000001,-2.4171078500000007,Den,72,20,35,66,34,88,16,16,25,66,52,50,76,82
6733,Otago Region,130,38.02029710000001,-2.4171078500000007,Allo,86,75,32,78,85,60,40,73,25,23,45,17,81,52
6734,Otago Region,130,38.02029710000001,-2.4171078500000007,Nat,57,29,90,35,90,90,27,34,84,28,41,20,51,87
6735,Otago Region,130,38.02029710000001,-2.4171078500000007,Vet,22,23,43,29,97,92,29,35,95,63,56,75,92,75
6736,Otago Region,130,38.02029710000001,-2.4171078500000007,Ene,62,65,73,27,27,71,10,88,45,69,32,27,88,71
6737,Otago Region,130,38.02029710000001,-2.4171078500000007,hom,99,23,43,78,72,82,52,79,30,22,44,48,75,80
6738,Otago Region,130,38.02029710000001,-2.4171078500000007,Tra,12,50,11,82,92,96,39,68,16,25,11,65,26,90
6739,Otago Region,130,38.02029710000001,-2.4171078500000007,Una,47,11,13,37,51,39,19,41,42,12,48,41,10,92
6740,Southland Region,130,168.3470632,-46.4118465,Ayu,89,23,66,56,39,87,98,85,68,61,37,56,85,92
6741,Southland Region,130,168.3470632,-46.4118465,Chi,72,75,18,53,79,91,72,27,58,75,33,23,87,64
6742,Southland Region,130,168.3470632,-46.4118465,Den,45,24,13,39,15,11,32,53,16,23,12,28,33,90
6743,Southland Region,130,168.3470632,-46.4118465,Allo,37,80,58,93,18,87,88,21,43,83,28,34,26,15
6744,Southland Region,130,168.3470632,-46.4118465,Nat,74,91,87,50,78,76,18,80,90,56,49,87,70,98
6745,Southland Region,130,168.3470632,-46.4118465,Vet,89,61,89,92,65,73,22,98,10,70,41,41,32,52
6746,Southland Region,130,168.3470632,-46.4118465,Ene,59,57,92,91,86,67,71,38,33,41,46,80,72,18
6747,Southland Region,130,168.3470632,-46.4118465,hom,63,72,77,14,28,57,13,59,61,81,24,28,34,93
6748,Southland Region,130,168.3470632,-46.4118465,Tra,99,88,12,49,83,80,71,49,77,56,92,85,42,93
6749,Southland Region,130,168.3470632,-46.4118465,Una,47,78,25,40,44,81,47,89,13,78,86,53,20,26
6750,Taranaki Region,130,173.9704045,-39.25632825,Ayu,46,34,35,66,88,16,18,85,58,29,95,80,63,33
6751,Taranaki Region,130,173.9704045,-39.25632825,Chi,98,55,85,78,86,83,80,63,16,90,92,66,38,40
6752,Taranaki Region,130,173.9704045,-39.25632825,Den,36,91,78,57,50,76,93,76,19,81,30,19,97,74
6753,Taranaki Region,130,173.9704045,-39.25632825,Allo,20,24,83,67,84,42,18,42,76,45,26,63,48,37
6754,Taranaki Region,130,173.9704045,-39.25632825,Nat,80,58,27,95,96,22,27,60,79,52,50,93,99,54
6755,Taranaki Region,130,173.9704045,-39.25632825,Vet,85,61,13,76,66,61,76,62,23,19,72,13,50,56
6756,Taranaki Region,130,173.9704045,-39.25632825,Ene,78,67,32,62,32,33,59,62,51,61,24,38,73,13
6757,Taranaki Region,130,173.9704045,-39.25632825,hom,62,92,61,73,22,64,43,41,62,92,39,58,73,37
6758,Taranaki Region,130,173.9704045,-39.25632825,Tra,30,45,72,13,17,71,18,53,75,15,84,34,93,61
6759,Taranaki Region,130,173.9704045,-39.25632825,Una,82,22,66,93,57,47,46,97,70,64,79,89,85,22
6760,Tasman District,130,88.61489689999999,0.678456774999999,Ayu,51,76,44,81,40,24,21,12,38,74,11,55,40,13
6761,Tasman District,130,88.61489689999999,0.678456774999999,Chi,91,72,28,21,81,74,93,82,53,25,22,33,67,12
6762,Tasman District,130,88.61489689999999,0.678456774999999,Den,13,74,46,98,59,61,44,31,22,23,67,16,34,54
6763,Tasman District,130,88.61489689999999,0.678456774999999,Allo,11,95,77,86,63,88,88,76,97,12,51,72,58,64
6764,Tasman District,130,88.61489689999999,0.678456774999999,Nat,15,28,42,55,34,26,61,80,47,36,13,47,85,72
6765,Tasman District,130,88.61489689999999,0.678456774999999,Vet,83,94,11,84,67,26,56,84,77,24,99,73,88,30
6766,Tasman District,130,88.61489689999999,0.678456774999999,Ene,43,53,12,36,82,72,48,40,77,60,65,50,82,90
6767,Tasman District,130,88.61489689999999,0.678456774999999,hom,39,75,16,80,18,79,74,59,45,98,53,97,25,71
6768,Tasman District,130,88.61489689999999,0.678456774999999,Tra,78,14,95,87,78,94,36,46,65,98,54,88,48,44
6769,Tasman District,130,88.61489689999999,0.678456774999999,Una,75,73,37,44,96,15,69,18,46,36,59,25,44,42
6770,Waikato Region,130,67.706418722549,4.957371612499999,Ayu,80,67,98,27,44,29,40,13,97,99,29,18,29,78
6771,Waikato Region,130,67.706418722549,4.957371612499999,Chi,26,58,75,19,47,56,15,21,40,53,83,43,84,21
6772,Waikato Region,130,67.706418722549,4.957371612499999,Den,80,89,27,47,19,29,37,91,92,51,28,65,54,63
6773,Waikato Region,130,67.706418722549,4.957371612499999,Allo,17,75,97,63,97,94,75,42,36,23,97,26,83,72
6774,Waikato Region,130,67.706418722549,4.957371612499999,Nat,21,44,64,50,38,13,16,49,99,76,12,42,69,29
6775,Waikato Region,130,67.706418722549,4.957371612499999,Vet,57,73,85,73,55,66,35,58,18,69,26,80,49,99
6776,Waikato Region,130,67.706418722549,4.957371612499999,Ene,59,68,71,27,58,63,51,12,62,88,44,24,51,57
6777,Waikato Region,130,67.706418722549,4.957371612499999,hom,39,52,91,79,81,59,89,23,22,31,25,54,48,71
6778,Waikato Region,130,67.706418722549,4.957371612499999,Tra,83,84,27,84,43,67,16,73,47,87,80,14,86,15
6779,Waikato Region,130,67.706418722549,4.957371612499999,Una,55,95,65,96,94,42,93,82,35,29,79,32,89,98
6780,Wellington Region,130,174.9175285423568,-41.14503944166667,Ayu,68,10,88,46,96,90,48,96,43,23,31,37,63,83
6781,Wellington Region,130,174.9175285423568,-41.14503944166667,Chi,83,81,51,27,85,66,53,79,62,43,78,27,12,83
6782,Wellington Region,130,174.9175285423568,-41.14503944166667,Den,43,14,92,93,28,34,60,77,53,29,82,41,66,30
6783,Wellington Region,130,174.9175285423568,-41.14503944166667,Allo,45,57,27,11,21,39,52,32,86,89,34,21,31,52
6784,Wellington Region,130,174.9175285423568,-41.14503944166667,Nat,87,53,14,83,29,87,49,40,46,55,15,77,53,89
6785,Wellington Region,130,174.9175285423568,-41.14503944166667,Vet,99,78,69,99,60,90,78,98,58,62,36,65,18,31
6786,Wellington Region,130,174.9175285423568,-41.14503944166667,Ene,92,39,56,15,62,97,57,63,46,78,91,93,27,59
6787,Wellington Region,130,174.9175285423568,-41.14503944166667,hom,16,17,51,67,86,31,81,88,59,57,42,13,25,74
6788,Wellington Region,130,174.9175285423568,-41.14503944166667,Tra,37,10,73,15,31,49,78,14,99,41,53,84,83,88
6789,Wellington Region,130,174.9175285423568,-41.14503944166667,Una,52,93,21,97,21,50,19,96,85,24,67,70,32,27
6790,West Coast Region,130,170.9646469,-42.7178871,Ayu,34,47,28,99,95,20,82,80,47,28,33,44,56,86
